"","SITIO","LONG","LAT","VIA_SENTIDO","DATA","VMD"
"289","FS024",-38.560697,-3.832896,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",10705
"290","FS026",-38.499801,-3.752042,"AV. ALM. HENRIQUE SABOIA [L-O]","2017-01",17436
"291","FS027",-38.462581,-3.747829,"AV. SANTOS DUMONT [O-L]","2017-01",6407
"292","FS028",-38.461523,-3.748065,"AV. SANTOS DUMONT [L-O]","2017-01",6403
"293","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-01",15200
"294","FS040",-38.565626,-3.817519,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18835
"295","FS051",-38.50441,-3.758846,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",27070
"296","FS052",-38.504649,-3.758607,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",39420
"297","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",19678
"298","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",23117
"299","FS070",-38.531537,-3.797445,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",14169
"300","FS071",-38.554216,-3.822269,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18040
"301","FS072",-38.502344,-3.783122,"AV. ROGACIANO LEITE [S-N]","2017-01",11654
"302","FS073",-38.502513,-3.783408,"AV. ROGACIANO LEITE [N-S]","2017-01",11189
"303","FS074",-38.508263,-3.80664,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-01",20504
"304","FS075",-38.554757,-3.822233,"AV. PRES. COSTA E SILVA [O-L]","2017-01",19775
"305","FS081",-38.510506,-3.769772,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",13595
"306","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",28445
"307","FS084",-38.508371,-3.806523,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-01",19635
"308","FS085",-38.562462,-3.841088,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",16739
"309","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-01",16776
"310","FS088",-38.54191,-3.789853,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",21722
"311","FS091",-38.556227,-3.814697,"AV. BERNARDO MANUEL [S-N]","2017-01",17303
"312","FS104",-38.494461,-3.752861,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2017-01",12970
"313","FS105",-38.512918,-3.746794,"AV. RUI BARBOSA [N-S]","2017-01",13983
"314","FS106",-38.501379,-3.765874,"AV. GEN. MURILO BORGES [O-L]","2017-01",18509
"315","FS107",-38.503871,-3.76472,"AV. GEN. MURILO BORGES [L-O]","2017-01",17539
"316","FS108",-38.468515,-3.733164,"AV. ENG. LUIS VIEIRA [L-O]","2017-01",5664
"317","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2017-01",8031
"318","FS110",-38.50158,-3.793456,"AV. DESEMBARGADOR GONZAGA [S-N]","2017-01",16110
"319","FS111",-38.502462,-3.791802,"AV. DESEMBARGADOR GONZAGA [N-S]","2017-01",17113
"320","FS112",-38.491155,-3.766121,"AV. CHANCELER EDSON QUEIROZ [L-O]","2017-01",6437
"321","FS113",-38.491175,-3.766284,"AV. CHANCELER EDSON QUEIROZ [O-L]","2017-01",3127
"322","FS114",-38.562413,-3.819092,"AV. PRES. COSTA E SILVA [L-O]","2017-01",17069
"323","FS115",-38.563654,-3.818652,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15102
"324","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",18707
"325","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4414
"326","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",26146
"327","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2859
"328","FS122",-38.541852,-3.73316,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",977
"329","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",769
"330","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3267
"331","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",8899
"332","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",4104
"333","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3967
"334","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1283
"335","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",1291
"336","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",5242
"337","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",2564
"338","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",4101
"339","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",3051
"340","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2017-01",12057
"341","01385016",-38.572696,-3.712192,"AV. FRANCISCO SA [O-L]","2017-02",7338
"342","01385017",-38.572683,-3.712145,"AV. FRANCISCO SA [L-O]","2017-02",7935
"343","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",16200
"344","01385029",-38.6156,-3.818744,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-02",16317
"345","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2017-02",18696
"346","01385031",-38.574566,-3.811758,"AV. PRES. COSTA E SILVA [L-O]","2017-02",7203
"347","01385033",-38.578873,-3.704057,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",15444
"348","01385034",-38.579171,-3.704055,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",15729
"349","01385035",-38.558757,-3.716957,"AV. FRANCISCO SA [O-L]","2017-02",11391
"350","01385036",-38.558746,-3.716919,"AV. FRANCISCO SA [L-O]","2017-02",10633
"351","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2017-02",7078
"352","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2017-02",7013
"353","01385041",-38.559209,-3.711123,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",18517
"354","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",21251
"355","01385048",-38.58424,-3.733952,"AV. DEMETRIO MENEZES [S-N]","2017-02",15400
"356","01385049",-38.584358,-3.733793,"AV. DEMETRIO MENEZES [N-S]","2017-02",15613
"357","01385050",-38.574229,-3.706097,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",17689
"358","01385051",-38.57463,-3.706133,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",20251
"359","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2017-02",19544
"360","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2017-02",17163
"361","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2017-02",23459
"362","01385060",-38.538444,-3.728982,"AV. DUQUE DE CAXIAS [L-O]","2017-02",14105
"363","01385061",-38.538624,-3.729,"AV. DUQUE DE CAXIAS [O-L]","2017-02",7469
"364","01385062",-38.521236,-3.828651,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-02",16708
"365","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2017-02",22218
"366","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2017-02",31139
"367","01385071",-38.546687,-3.761092,"R. ALBERTO MAGNO [N-S]","2017-02",19612
"368","01385072",-38.587825,-3.717609,"AV. CORONEL CARVALHO [S-N]","2017-02",9841
"369","01385074",-38.569601,-3.707902,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",23265
"370","01385075",-38.569663,-3.708012,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",23764
"371","01385076",-38.598054,-3.791591,"R. OSCAR ARARIPE [L-O]","2017-02",7938
"372","01385089",-38.536539,-3.734858,"AV. DOMINGOS OLIMPIO [L-O]","2017-02",11629
"373","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2017-02",21991
"374","01385097",-38.535967,-3.731938,"R. METON DE ALENCAR [O-L]","2017-02",11027
"375","01385098",-38.535852,-3.731906,"AV. DO IMPERADOR [N-S]","2017-02",16725
"376","01385103",-38.530021,-3.73179,"AV. DUQUE DE CAXIAS [O-L]","2017-02",11915
"377","01385104",-38.529821,-3.73178,"AV. DUQUE DE CAXIAS [L-O]","2017-02",12532
"378","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2017-02",21213
"379","01385109",-38.508849,-3.741727,"AV. BARAO DE STUDART [S-N]","2017-02",12056
"380","01385110",-38.508768,-3.741667,"R. PADRE VALDEVINO [L-O]","2017-02",13873
"381","01385113",-38.535179,-3.730051,"AV. DUQUE DE CAXIAS [L-O]","2017-02",12383
"382","01385115",-38.495486,-3.727469,"AV. DESEMBARGADOR MOREIRA [S-N]","2017-02",7656
"383","01385116",-38.495594,-3.727367,"AV. DA ABOLICAO [O-L]","2017-02",16049
"384","01385117",-38.495233,-3.727249,"AV. DA ABOLICAO [L-O]","2017-02",22238
"385","01385118",-38.586189,-3.723891,"AV. CORONEL CARVALHO [S-N]","2017-02",13522
"386","01385119",-38.58634,-3.72368,"AV. CORONEL CARVALHO [N-S]","2017-02",7522
"387","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2017-02",17761
"388","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2017-02",21077
"389","01385126",-38.539245,-3.740923,"AV. 13 DE MAIO [O-L]","2017-02",4414
"390","01385129",-38.520404,-3.7535,"AV. PONTES VIEIRA [L-O]","2017-02",22134
"391","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2017-02",7850
"392","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2017-02",19910
"393","01385148",-38.496523,-3.747202,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",11013
"394","01385149",-38.509467,-3.743262,"AV. ANTONIO SALES [O-L]","2017-02",13580
"395","01385150",-38.509382,-3.743206,"AV. BARAO DE STUDART [N-S]","2017-02",4992
"396","01385151",-38.50151,-3.745728,"AV. ANTONIO SALES [O-L]","2017-02",16495
"397","01385152",-38.501417,-3.74566,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-02",8072
"398","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2017-02",18202
"399","01385160",-38.482927,-3.737105,"AV. ENG. SANTANA JUNIOR [S-N]","2017-02",13817
"400","01385161",-38.482903,-3.736886,"AV. ENG. SANTANA JUNIOR [N-S]","2017-02",8134
"401","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2017-02",18641
"402","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2017-02",21040
"403","01385164",-38.549223,-3.748865,"AV. JOSE BASTOS [S-N]","2017-02",20325
"404","01385165",-38.508514,-3.732927,"AV. SANTOS DUMONT [O-L]","2017-02",16740
"405","01385166",-38.499493,-3.740187,"AV. PADRE ANTONIO TOMA¡S [L-O]","2017-02",18743
"406","01385167",-38.532341,-3.758062,"AV. BORGES DE MELO [O-L]","2017-02",16964
"407","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2017-02",25285
"408","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2017-02",18994
"409","01385179",-38.604918,-3.807571,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-02",17193
"410","01385180",-38.604774,-3.8077,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-02",18062
"411","01385181",-38.477956,-3.742879,"AV. SANTOS DUMONT [O-L]","2017-02",16246
"412","01385182",-38.514246,-3.736801,"AV. HERACLITO GRACA [L-O]","2017-02",15468
"413","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2017-02",20089
"414","01385184",-38.496609,-3.747256,"AV. ANTONIO SALES [O-L]","2017-02",7702
"415","01385185",-38.516747,-3.736046,"AV. HERACLITO GRACA [O-L]","2017-02",12231
"416","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2017-02",14120
"417","01385187",-38.469578,-3.745464,"AV. SANTOS DUMONT [L-O]","2017-02",6899
"418","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2017-02",24071
"419","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2017-02",8125
"420","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2017-02",31508
"421","01385192",-38.49571,-3.821242,"AV. FREI CIRILO [N-S]","2017-02",16252
"422","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2017-02",13557
"423","01385195",-38.491236,-3.730981,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",10552
"424","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2017-02",31076
"425","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",26130
"426","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2017-02",16409
"427","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2017-02",18149
"428","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2017-02",5341
"429","01385202",-38.538705,-3.749729,"R. JORGE DUMMAR [S-N]","2017-02",11382
"430","01385203",-38.495128,-3.822346,"AV. FREI CIRILO [S-N]","2017-02",3996
"431","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2017-02",15839
"432","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2017-02",17541
"433","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2017-02",19043
"434","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2017-02",19786
"435","01385211",-38.571975,-3.803436,"AV. GODOFREDO MACIEL [S-N]","2017-02",8624
"436","01385212",-38.519754,-3.723547,"AV. PRES. CASTELO BRANCO [O-L]","2017-02",16742
"437","01385213",-38.546087,-3.781542,"AV. BERNARDO MANUEL [S-N]","2017-02",19033
"438","01385220",-38.50637,-3.726773,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2017-02",13853
"439","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2017-02",12987
"440","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2017-02",12804
"441","01385225",-38.530582,-3.754188,"AV. EDUARDO GIRAO [L-O]","2017-02",14039
"442","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2017-02",8467
"443","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2017-02",18575
"444","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21138
"445","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2017-02",20913
"446","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21577
"447","01385232",-38.561966,-3.777322,"AV. DR. SILAS MUNGUBA [L-O]","2017-02",21003
"448","01385233",-38.495635,-3.821213,"AV. FREI CIRILO [S-N]","2017-02",13790
"449","01385234",-38.542151,-3.744266,"AV. DA UNIVERSIDADE [S-N]","2017-02",19910
"450","01385235",-38.530124,-3.814066,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-02",21472
"451","01385236",-38.529993,-3.814175,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-02",22819
"452","01385237",-38.549178,-3.748622,"AV. JOSE BASTOS [N-S]","2017-02",28016
"453","01385238",-38.498636,-3.736147,"AV. SANTOS DUMONT [O-L]","2017-02",23399
"454","01385239",-38.498368,-3.736112,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-02",7919
"455","01385240",-38.493561,-3.737791,"AV. SANTOS DUMONT [O-L]","2017-02",12494
"456","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-02",10863
"457","01385242",-38.492518,-3.734947,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-02",7114
"458","01385243",-38.492422,-3.734861,"AV. DOM LUIS [L-O]","2017-02",37617
"459","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2017-02",30463
"460","01385245",-38.475104,-3.743687,"AV. SANTOS DUMONT [L-O]","2017-02",10032
"461","01385246",-38.502774,-3.734858,"AV. SANTOS DUMONT [O-L]","2017-02",2783
"462","01385247",-38.501806,-3.735167,"AV. SANTOS DUMONT [O-L]","2017-02",1639
"463","01385248",-38.500803,-3.735494,"AV. SANTOS DUMONT [O-L]","2017-02",3044
"464","01385249",-38.499902,-3.735787,"AV. SANTOS DUMONT [O-L]","2017-02",2254
"465","01385250",-38.498818,-3.736137,"AV. SANTOS DUMONT [O-L]","2017-02",3192
"466","01385251",-38.497831,-3.736464,"AV. SANTOS DUMONT [O-L]","2017-02",2564
"467","01385252",-38.496983,-3.736738,"AV. SANTOS DUMONT [O-L]","2017-02",1518
"468","01385253",-38.495918,-3.737083,"AV. SANTOS DUMONT [O-L]","2017-02",2533
"469","01385254",-38.494942,-3.7374,"AV. SANTOS DUMONT [O-L]","2017-02",1974
"470","01385255",-38.493956,-3.737724,"AV. SANTOS DUMONT [O-L]","2017-02",2994
"471","01385256",-38.493031,-3.738022,"AV. SANTOS DUMONT [O-L]","2017-02",1412
"472","01385257",-38.492078,-3.738331,"AV. SANTOS DUMONT [O-L]","2017-02",4414
"473","01385258",-38.491094,-3.738651,"AV. SANTOS DUMONT [O-L]","2017-02",1880
"474","01385259",-38.490138,-3.738949,"AV. SANTOS DUMONT [O-L]","2017-02",1934
"475","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2017-02",2392
"476","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2017-02",2525
"477","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2017-02",5066
"478","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2017-02",2471
"479","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2017-02",2818
"480","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2017-02",4508
"481","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2017-02",4477
"482","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2017-02",2169
"483","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2017-02",2815
"484","01385271",-38.495974,-3.733667,"AV. DOM LUIS [L-O]","2017-02",2678
"485","01385272",-38.496625,-3.733451,"AV. DOM LUIS [L-O]","2017-02",4121
"486","01385274",-38.498914,-3.732732,"AV. DOM LUIS [L-O]","2017-02",2111
"487","01385275",-38.499817,-3.732432,"AV. DOM LUIS [L-O]","2017-02",3118
"488","01385276",-38.500791,-3.732118,"AV. DOM LUIS [L-O]","2017-02",3287
"489","01385277",-38.475231,-3.743753,"AV. SANTOS DUMONT [O-L]","2017-02",17342
"490","01385278",-38.524084,-3.738699,"AV. DOMINGOS OLIMPIO [O-L]","2017-02",2938
"491","01385279",-38.522906,-3.738964,"AV. ANTONIO SALES [O-L]","2017-02",2396
"492","01385280",-38.521941,-3.739377,"AV. ANTONIO SALES [O-L]","2017-02",2990
"493","01385281",-38.520982,-3.739687,"AV. ANTONIO SALES [O-L]","2017-02",2353
"494","01385282",-38.519853,-3.740053,"AV. ANTONIO SALES [O-L]","2017-02",3298
"495","01385283",-38.51869,-3.740422,"AV. ANTONIO SALES [O-L]","2017-02",2341
"496","01385284",-38.51768,-3.740739,"AV. ANTONIO SALES [O-L]","2017-02",2273
"497","01385285",-38.516653,-3.741056,"AV. ANTONIO SALES [O-L]","2017-02",3163
"498","01385286",-38.515458,-3.741431,"AV. ANTONIO SALES [O-L]","2017-02",2280
"499","01385287",-38.514569,-3.741701,"AV. ANTONIO SALES [O-L]","2017-02",2196
"500","01385288",-38.513511,-3.742046,"AV. ANTONIO SALES [O-L]","2017-02",2746
"501","01385289",-38.512265,-3.742433,"AV. ANTONIO SALES [O-L]","2017-02",4125
"502","01385290",-38.511274,-3.742736,"AV. ANTONIO SALES [O-L]","2017-02",2410
"503","01385291",-38.509885,-3.743173,"AV. ANTONIO SALES [O-L]","2017-02",2847
"504","01385293",-38.508084,-3.743731,"AV. ANTONIO SALES [O-L]","2017-02",2774
"505","01385294",-38.506864,-3.744104,"AV. ANTONIO SALES [O-L]","2017-02",2587
"506","01385295",-38.50588,-3.744415,"AV. ANTONIO SALES [O-L]","2017-02",2928
"507","01385296",-38.504961,-3.744693,"AV. ANTONIO SALES [O-L]","2017-02",2426
"508","01385297",-38.504103,-3.744953,"AV. ANTONIO SALES [O-L]","2017-02",3124
"509","01385298",-38.503105,-3.745266,"AV. ANTONIO SALES [O-L]","2017-02",2355
"510","01385299",-38.501998,-3.745609,"AV. ANTONIO SALES [O-L]","2017-02",3036
"511","01385300",-38.501051,-3.745896,"AV. ANTONIO SALES [O-L]","2017-02",2517
"512","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2017-02",1628
"513","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2017-02",2362
"514","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2017-02",1998
"515","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2017-02",2249
"516","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2017-02",2362
"517","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2017-02",1996
"518","01385307",-38.500358,-3.751227,"AV. PONTES VIEIRA [O-L]","2017-02",9457
"519","01385308",-38.565811,-3.783394,"AV. GODOFREDO MACIEL [S-N]","2017-02",9308
"520","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2017-02",5190
"521","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-02",24556
"522","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-02",22820
"523","01385312",-38.58887,-3.713771,"AV. CORONEL CARVALHO [N-S]","2017-02",11635
"524","01385313",-38.588719,-3.713993,"AV. CORONEL CARVALHO [S-N]","2017-02",11013
"525","01385315",-38.506831,-3.752163,"R. ISAAC AMARAL [O-L]","2017-02",5431
"526","01385316",-38.539183,-3.749044,"AV. EDUARDO GIRAO [L-O]","2017-02",7181
"527","01385317",-38.540463,-3.747528,"AV. EDUARDO GIRAO [L-O]","2017-02",7242
"528","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2017-02",11289
"529","01385319",-38.536933,-3.750621,"AV. EDUARDO GIRAO [O-L]","2017-02",2187
"530","01385320",-38.532673,-3.752105,"AV. EDUARDO GIRAO [L-O]","2017-02",6279
"531","01385321",-38.53292,-3.752189,"AV. EDUARDO GIRAO [O-L]","2017-02",15
"532","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2017-02",9649
"533","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2017-02",14821
"534","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2017-02",20061
"535","01385325",-38.513078,-3.775358,"AV. RAUL BARBOSA [N-S]","2017-02",37863
"536","01385326",-38.512982,-3.775509,"AV. RAUL BARBOSA [S-N]","2017-02",34043
"537","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2017-02",24704
"538","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2017-02",30529
"539","01385331",-38.552885,-3.749268,"R. PROFESSOR COSTA MENDES [L-O]","2017-02",11680
"540","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-02",28014
"541","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-02",22458
"542","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2017-02",9267
"543","01385335",-38.503886,-3.724717,"AV. MONSENHOR TABOSA [O-L]","2017-02",3242
"544","01385336",-38.502936,-3.725027,"AV. ABOLICAO [O-L]","2017-02",2111
"545","01385337",-38.501953,-3.725332,"AV. ABOLICAO [O-L]","2017-02",2053
"546","01385338",-38.493671,-3.727145,"AV. ABOLICAO [O-L]","2017-02",1104
"547","01385339",-38.492692,-3.726996,"AV. ABOLICAO [O-L]","2017-02",2168
"548","01385340",-38.491931,-3.72687,"AV. ABOLICAO [O-L]","2017-02",1903
"549","01385341",-38.493772,-3.727008,"AV. ABOLICAO [L-O]","2017-02",2761
"550","01385342",-38.494575,-3.727134,"AV. ABOLICAO [L-O]","2017-02",2995
"551","01385343",-38.495683,-3.727192,"AV. ABOLICAO [L-O]","2017-02",2480
